price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
3300,2004.0,chevrolet silverado 1500,fair,8,gas,170000.0,automatic,truck,black,1.0,2019-02-25,52
10900,2014.0,toyota corolla,excellent,4,gas,64000.0,automatic,sedan,silver,,2018-07-29,34
5995,2001.0,toyota camry,like new,4,gas,42330.0,automatic,sedan,grey,,2018-07-14,36
12900,2004.0,jeep wrangler,excellent,6,gas,96000.0,other,SUV,black,1.0,2018-05-01,122
26000,2018.0,chevrolet colorado,new,6,gas,2800.0,automatic,pickup,grey,1.0,2018-10-30,51
19900,2013.0,ford f-150,good,6,gas,43855.0,automatic,truck,,1.0,2018-09-10,15
4000,2002.0,gmc yukon,good,8,gas,,automatic,SUV,white,1.0,2019-04-14,15
17988,2017.0,chevrolet traverse,like new,,gas,52000.0,automatic,SUV,silver,,2019-02-17,39
3000,1993.0,ford ranger,excellent,6,gas,93900.0,manual,truck,white,,2018-09-13,60
5295,2008.0,jeep liberty,good,,gas,129455.0,automatic,SUV,red,1.0,2018-06-19,6
8800,2013.0,chevrolet impala,excellent,6,gas,68343.0,automatic,sedan,grey,,2019-04-19,30
6495,2011.0,toyota camry,excellent,4,gas,118400.0,automatic,sedan,grey,,2018-12-24,20
6348,2009.0,toyota corolla,excellent,4,gas,156623.0,manual,sedan,silver,,2018-10-03,50
7995,,acura tl,excellent,6,gas,80197.0,automatic,sedan,green,,2018-06-18,19
4500,2009.0,nissan altima,good,4,gas,,automatic,coupe,red,,2018-06-14,37
12995,2015.0,volkswagen jetta,excellent,4,diesel,27355.0,manual,sedan,grey,,2019-03-19,13
5500,2008.0,buick enclave,like new,6,gas,160000.0,automatic,SUV,brown,,2019-03-31,9
800,2002.0,chevrolet impala,good,6,gas,190000.0,automatic,sedan,blue,,2018-06-30,62
3500,2007.0,honda accord,excellent,4,gas,179000.0,automatic,sedan,white,,2018-06-08,9
3900,,ford f-250,good,8,diesel,164000.0,automatic,pickup,green,1.0,2019-03-01,11
3495,2008.0,nissan sentra,good,4,gas,143418.0,automatic,sedan,white,,2018-07-25,22
21988,2017.0,chrysler 300,like new,,gas,36000.0,automatic,sedan,black,1.0,2018-08-07,97
7995,1991.0,ford mustang,good,8,gas,159000.0,manual,convertible,green,,2019-03-02,33
13500,2018.0,chevrolet equinox,excellent,4,gas,51201.0,automatic,SUV,black,,2019-02-02,8
29900,2013.0,chevrolet silverado 3500hd,excellent,8,diesel,120000.0,automatic,truck,black,1.0,2018-12-24,16
1800,2002.0,honda civic,good,4,gas,218462.0,manual,sedan,blue,,2018-09-12,42
3000,2005.0,chevrolet equinox,good,6,gas,146000.0,automatic,SUV,white,,2018-08-26,54
2500,2000.0,toyota camry,excellent,,gas,,automatic,sedan,yellow,,2018-11-07,10
7800,2008.0,chevrolet silverado,good,8,gas,145000.0,automatic,pickup,blue,1.0,2018-11-30,13
10495,2016.0,chevrolet equinox,excellent,4,gas,101000.0,automatic,SUV,black,1.0,2018-11-20,54
12900,2004.0,jeep wrangler,excellent,6,gas,96000.0,other,SUV,black,1.0,2018-12-29,16
9000,2007.0,jeep wrangler unlimited,good,6,gas,129000.0,automatic,SUV,black,1.0,2018-08-25,9
5900,2001.0,ram 2500,good,6,diesel,295000.0,manual,truck,red,,2019-01-24,42
2450,,ram 3500,good,8,other,,automatic,van,white,,2019-02-16,46
29900,2013.0,chevrolet silverado 3500hd,excellent,8,diesel,120000.0,automatic,truck,black,1.0,2018-07-01,24
3800,2007.0,volkswagen passat,excellent,4,gas,163000.0,automatic,wagon,blue,,2019-01-15,80
1900,2002.0,ford explorer,fair,8,gas,,automatic,SUV,black,1.0,2019-03-05,27
4000,1999.0,ford mustang,good,6,gas,102000.0,automatic,convertible,blue,,2019-02-06,65
26888,2014.0,chevrolet silverado 3500hd,good,8,diesel,138441.0,automatic,truck,,1.0,2019-03-28,30
17995,2013.0,chevrolet silverado 2500hd,good,8,gas,,automatic,truck,custom,1.0,2018-06-03,14
19995,2011.0,gmc sierra 2500hd,good,8,diesel,122749.0,automatic,truck,white,1.0,2018-10-05,70
6495,2009.0,hyundai santa fe,excellent,6,gas,119000.0,automatic,SUV,green,1.0,2019-01-09,43
5300,2008.0,chevrolet equinox,good,6,gas,44400.0,automatic,SUV,black,,2018-11-19,17
5500,1998.0,chevrolet silverado 1500,excellent,8,gas,194000.0,automatic,pickup,red,1.0,2018-07-07,58
4500,2002.0,chevrolet silverado,good,8,gas,90000.0,automatic,truck,red,,2018-12-26,28
3650,2008.0,subaru impreza,good,4,gas,,automatic,sedan,,1.0,2018-05-16,49
14400,2005.0,toyota tacoma,excellent,6,gas,79556.0,automatic,pickup,silver,1.0,2018-07-13,21
3000,2005.0,chevrolet silverado,fair,8,gas,166000.0,automatic,pickup,black,1.0,2018-07-04,39
18588,,chevrolet camaro,like new,6,gas,50000.0,manual,coupe,white,,2018-07-10,31
18998,2017.0,nissan maxima,excellent,6,gas,33124.0,automatic,sedan,blue,,2018-09-09,11
4250,2008.0,ram 1500,fair,8,gas,222000.0,automatic,truck,white,,2018-05-14,77
13995,2004.0,ram 2500,excellent,6,diesel,197980.0,automatic,pickup,grey,1.0,2018-05-01,31
6995,2008.0,chevrolet silverado 1500,excellent,6,gas,143490.0,automatic,truck,blue,,2019-02-01,15
12500,2011.0,ford mustang,excellent,8,gas,92684.0,manual,coupe,,,2018-08-30,16
11995,2005.0,chevrolet silverado 2500hd,excellent,8,diesel,,automatic,pickup,white,,2018-08-08,104
5500,2010.0,ford explorer,fair,6,gas,206176.0,automatic,SUV,red,1.0,2018-09-17,13
6195,,hyundai sonata,excellent,4,gas,29500.0,automatic,sedan,,,2018-09-06,57
4900,2001.0,toyota tacoma,good,4,gas,100500.0,automatic,pickup,silver,,2019-02-25,39
9799,2006.0,ram 1500,excellent,8,gas,130000.0,automatic,truck,,1.0,2018-05-25,45
5500,1999.0,chevrolet silverado 1500,good,8,gas,189500.0,automatic,pickup,red,1.0,2018-10-23,94
16500,2005.0,jeep wrangler unlimited,good,6,gas,79710.0,manual,SUV,black,1.0,2019-03-31,31
2500,1992.0,ford f250,fair,8,gas,140000.0,manual,pickup,blue,1.0,2018-09-06,32
2300,1997.0,gmc sierra 1500,good,6,gas,230000.0,manual,pickup,orange,,2018-11-09,17
1000,2005.0,volkswagen passat,good,6,gas,189000.0,automatic,sedan,blue,,2018-10-28,12
10500,2010.0,chevrolet silverado 1500,excellent,8,gas,235000.0,automatic,pickup,white,1.0,2018-12-01,22
1300,2000.0,ford expedition,fair,8,gas,248500.0,automatic,SUV,silver,1.0,2019-04-16,67
15985,2009.0,chevrolet tahoe,excellent,8,gas,95173.0,automatic,SUV,blue,1.0,2018-12-29,83
13700,,chevrolet corvette,excellent,8,gas,76600.0,automatic,coupe,custom,,2018-11-22,32
10985,2015.0,nissan rogue,excellent,4,gas,111474.0,automatic,SUV,,,2019-01-26,10
8985,2015.0,toyota corolla,excellent,4,gas,117189.0,automatic,sedan,silver,,2018-09-17,102
4499,2013.0,kia soul,excellent,,gas,,manual,hatchback,white,,2018-10-21,37
4895,2003.0,ram 1500,good,8,gas,172525.0,automatic,truck,silver,,2018-10-09,30
1800,1998.0,subaru outback,excellent,4,gas,178223.0,automatic,wagon,red,1.0,2019-04-01,53
1500,2001.0,jeep grand cherokee,good,8,gas,,automatic,SUV,red,1.0,2018-09-25,1
16749,2017.0,dodge grand caravan,excellent,6,gas,37816.0,automatic,mini-van,white,,2018-09-26,4
15985,2010.0,toyota tacoma,excellent,6,gas,131887.0,automatic,pickup,red,1.0,2018-06-26,7
2200,2001.0,ram 1500,excellent,8,gas,210000.0,automatic,pickup,,,2018-11-22,34
3750,2006.0,chevrolet impala,excellent,6,gas,,automatic,sedan,black,,2019-03-24,42
39999,2007.0,jeep wrangler,excellent,6,gas,131500.0,automatic,SUV,blue,1.0,2018-05-24,27
28985,2014.0,chevrolet silverado 2500hd,excellent,8,diesel,142264.0,automatic,pickup,red,1.0,2018-09-06,50
17985,,chevrolet silverado 1500,excellent,8,gas,115161.0,automatic,pickup,blue,1.0,2018-07-29,35
10985,2014.0,chevrolet impala,excellent,4,gas,94244.0,automatic,sedan,blue,,2019-03-31,28
23700,2016.0,ram 1500,like new,8,gas,,automatic,pickup,white,1.0,2019-04-12,20
20800,2017.0,chevrolet camaro lt coupe 2d,good,6,gas,9816.0,other,coupe,red,,2018-11-22,44
9000,2018.0,chevrolet cruze,like new,4,gas,17800.0,automatic,sedan,black,,2018-09-16,21
8999,2008.0,gmc yukon,good,8,gas,,automatic,SUV,black,1.0,2018-05-01,22
31900,2017.0,ram 2500,excellent,6,diesel,83000.0,automatic,pickup,black,1.0,2018-09-15,19
6500,2010.0,kia soul,good,4,gas,100259.0,automatic,wagon,,,2019-01-20,31
2650,,gmc yukon,good,8,gas,,automatic,SUV,blue,1.0,2018-06-25,33
4000,2005.0,toyota tacoma,fair,6,gas,111000.0,automatic,pickup,,1.0,2019-02-04,124
6499,2008.0,chevrolet tahoe,good,8,gas,185000.0,automatic,SUV,,,2018-11-26,74
32900,2015.0,chevrolet silverado 2500hd,excellent,8,diesel,111000.0,automatic,truck,white,1.0,2018-06-01,49
31000,2014.0,chevrolet silverado 2500hd,excellent,8,diesel,128000.0,automatic,pickup,red,1.0,2018-06-18,47
6500,2003.0,chevrolet silverado,fair,8,diesel,237000.0,automatic,pickup,red,1.0,2018-06-15,118
12900,,ford f250 super duty,good,8,diesel,237000.0,automatic,truck,red,1.0,2018-06-16,68
6999,2011.0,kia sorento,excellent,6,gas,100000.0,automatic,SUV,black,,2018-09-24,63
8990,2011.0,chevrolet silverado 1500,excellent,8,gas,215000.0,automatic,pickup,,1.0,2018-09-29,30
28600,2014.0,ford f-150,excellent,6,gas,51537.0,automatic,truck,red,1.0,2018-12-30,45
8990,,toyota tundra,excellent,8,gas,175000.0,automatic,pickup,grey,,2019-02-07,21
2990,2006.0,ford ranger,excellent,6,gas,140000.0,automatic,pickup,,,2018-09-06,33
36000,2018.0,chevrolet colorado,like new,6,gas,6300.0,automatic,truck,grey,1.0,2019-03-17,111
211,2012.0,ford taurus,excellent,6,gas,130982.0,automatic,sedan,red,,2018-12-07,75
243,2016.0,nissan sentra,excellent,4,gas,44953.0,automatic,sedan,,,2019-03-05,4
289,2009.0,jeep wrangler unlimited,excellent,6,gas,113757.0,automatic,SUV,black,1.0,2018-10-27,45
5800,2011.0,nissan rogue,good,4,gas,115700.0,automatic,SUV,silver,1.0,2019-03-21,30
244,2017.0,ford focus,excellent,4,gas,15830.0,automatic,hatchback,black,,2018-05-28,53
2850,2003.0,honda cr-v,fair,4,gas,211100.0,automatic,SUV,,1.0,2019-03-26,87
3500,1998.0,ford f-250,fair,8,gas,214570.0,automatic,pickup,blue,1.0,2019-03-17,35
4250,2009.0,nissan altima,excellent,4,gas,159000.0,automatic,sedan,red,,2018-06-04,1
14500,,ram 2500,fair,6,diesel,268000.0,automatic,pickup,silver,1.0,2018-07-26,80
25995,2016.0,ram 1500,like new,8,gas,31843.0,automatic,pickup,white,1.0,2018-08-09,64
5995,,hyundai elantra,excellent,4,gas,117636.0,automatic,sedan,white,,2018-08-14,16
6495,2014.0,volkswagen jetta,excellent,4,gas,108036.0,automatic,sedan,black,,2018-05-07,63
6200,2013.0,nissan maxima,excellent,6,gas,83000.0,automatic,sedan,black,,2019-02-09,90
6000,2003.0,ford f-150,excellent,8,gas,114000.0,automatic,pickup,white,,2019-04-10,61
11500,2011.0,ford f150,good,8,gas,119000.0,automatic,truck,white,1.0,2018-08-13,14
4500,2005.0,chevrolet silverado 2500hd,good,8,gas,165000.0,automatic,truck,silver,1.0,2018-10-04,9
9999,2007.0,chevrolet suburban,like new,8,gas,136000.0,automatic,SUV,white,1.0,2018-07-08,48
9500,2016.0,kia sorento,excellent,4,gas,122000.0,automatic,SUV,grey,1.0,2018-06-30,44
12900,2004.0,jeep wrangler,excellent,6,gas,,other,SUV,black,1.0,2018-09-25,42
4000,2002.0,ford ranger,excellent,6,gas,130000.0,automatic,truck,,1.0,2019-02-08,29
5999,2010.0,ford taurus,like new,6,gas,127.0,automatic,sedan,silver,1.0,2018-11-28,19
2700,2008.0,chevrolet malibu,good,4,gas,163000.0,automatic,sedan,,,2018-05-13,8
9500,2011.0,honda pilot,excellent,6,gas,129500.0,automatic,SUV,black,1.0,2019-01-13,83
39900,2017.0,ford f350 super duty,excellent,8,diesel,92000.0,automatic,pickup,,1.0,2018-12-17,36
4650,2005.0,honda cr-v,excellent,4,gas,242017.0,automatic,SUV,blue,1.0,2019-02-04,39
16990,2016.0,ford escape,excellent,4,gas,,automatic,SUV,grey,1.0,2018-11-02,48
1500,2000.0,ford expedition,fair,8,gas,150130.0,automatic,SUV,white,1.0,2018-10-14,12
32500,2016.0,chevrolet silverado 2500hd,like new,8,gas,,automatic,pickup,black,1.0,2018-10-13,27
22795,2016.0,chevrolet silverado,excellent,6,gas,42346.0,automatic,pickup,black,1.0,2019-01-01,81
3500,,nissan altima,excellent,4,gas,202895.0,automatic,sedan,brown,,2018-09-04,47
4500,2001.0,ford expedition,excellent,8,gas,164940.0,automatic,SUV,custom,1.0,2018-08-22,38
14900,2012.0,honda cr-v,like new,6,gas,66000.0,automatic,SUV,red,,2018-08-04,33
17999,2017.0,ram 1500,excellent,,gas,44518.0,automatic,truck,silver,1.0,2019-04-12,10
3500,2002.0,ford taurus,excellent,6,gas,,automatic,sedan,silver,,2018-07-04,135
6750,2014.0,ford fusion,excellent,4,gas,121354.0,automatic,sedan,white,,2018-05-27,46
10295,2013.0,honda civic,excellent,4,gas,74000.0,automatic,sedan,grey,,2019-01-04,45
4000,1997.0,jeep wrangler,fair,6,gas,235383.0,manual,SUV,red,1.0,2019-03-25,26
5000,2013.0,hyundai sonata,good,4,gas,139000.0,automatic,sedan,purple,,2018-08-03,5
6995,2009.0,chevrolet malibu,excellent,4,gas,94200.0,automatic,sedan,custom,,2018-12-28,11
15995,2013.0,honda cr-v,excellent,4,gas,60150.0,automatic,wagon,brown,1.0,2019-03-17,20
2500,2005.0,ford escape,good,4,gas,112000.0,automatic,SUV,,,2019-04-05,36
9995,2007.0,jeep wrangler,excellent,6,gas,,manual,wagon,black,1.0,2018-11-24,49
4995,2006.0,ford mustang,excellent,6,gas,109390.0,manual,coupe,,,2018-10-04,22
1200,2005.0,ford mustang,fair,6,gas,188000.0,automatic,other,brown,,2018-09-29,18
10995,2012.0,ford mustang,excellent,6,gas,70305.0,automatic,coupe,black,,2018-12-07,33
8995,2006.0,chevrolet silverado 2500hd,excellent,8,gas,140610.0,automatic,truck,custom,1.0,2019-02-12,79
12995,2015.0,kia sorento,excellent,4,gas,89400.0,automatic,wagon,red,1.0,2018-06-05,18
6250,2008.0,ford f-150,like new,8,gas,160000.0,automatic,pickup,white,,2018-11-03,23
7995,2014.0,chevrolet cruze,excellent,4,gas,90700.0,automatic,sedan,white,,2018-10-27,18
12995,2015.0,volkswagen jetta,excellent,4,diesel,27355.0,manual,sedan,grey,,2018-08-19,45
3500,2005.0,toyota camry,good,4,gas,89500.0,automatic,sedan,grey,,2018-06-07,42
16500,1980.0,chevrolet corvette,excellent,8,gas,82350.0,automatic,coupe,yellow,,2018-11-10,25
6500,2005.0,jeep grand cherokee laredo,excellent,8,gas,175000.0,automatic,SUV,,1.0,2018-11-24,24
8800,2013.0,volkswagen passat,excellent,5,gas,40.0,automatic,sedan,grey,,2018-12-13,38
4994,2006.0,volkswagen passat,excellent,4,gas,56000.0,automatic,sedan,blue,,2018-09-20,23
9999,2013.0,honda civic,excellent,4,gas,,automatic,sedan,brown,,2019-02-14,21
29900,2013.0,chevrolet silverado 3500hd,excellent,8,diesel,120000.0,automatic,truck,,1.0,2019-01-29,89
9500,1998.0,chevrolet corvette,excellent,8,gas,76944.0,manual,coupe,black,,2019-04-05,56
2595,2005.0,ford focus se,excellent,4,gas,120000.0,automatic,hatchback,black,,2018-11-03,48
24400,2017.0,chevrolet camaro lt coupe 2d,good,6,gas,7768.0,other,coupe,silver,,2019-04-16,30
9995,2008.0,chevrolet silverado 1500,like new,,gas,148000.0,automatic,truck,white,1.0,2019-02-03,40
4500,2007.0,toyota camry,excellent,4,gas,130000.0,automatic,sedan,,,2019-04-19,42
2250,2005.0,ford escape,excellent,4,gas,113.0,automatic,SUV,,1.0,2018-08-02,16
29000,2016.0,dodge grand caravan,excellent,6,gas,50740.0,automatic,mini-van,red,,2018-05-04,46
4750,2005.0,ram 1500,good,8,gas,162000.0,automatic,pickup,silver,1.0,2018-10-28,58
2000,2005.0,toyota sienna,fair,6,gas,259000.0,automatic,mini-van,,1.0,2019-01-24,45
7800,2002.0,ford mustang,excellent,8,gas,46000.0,manual,coupe,blue,,2019-02-24,19
6995,2008.0,jeep grand cherokee laredo,like new,6,gas,124000.0,automatic,SUV,black,1.0,2019-01-16,22
7495,2008.0,jeep grand cherokee,like new,6,gas,135000.0,automatic,SUV,black,1.0,2018-07-29,34
7495,2012.0,chevrolet equinox,like new,,gas,,automatic,SUV,black,1.0,2018-08-16,82
2400,2006.0,jeep liberty,good,6,gas,140000.0,automatic,SUV,blue,,2018-10-07,32
3100,2004.0,ford ranger,excellent,4,gas,180000.0,manual,pickup,brown,,2018-08-17,42
3999,2005.0,ford f-150,excellent,8,gas,240000.0,automatic,pickup,silver,1.0,2018-11-17,58
23000,2017.0,chevrolet camaro lt coupe 2d,good,6,gas,28341.0,other,coupe,silver,,2018-11-15,24
24900,2015.0,chevrolet colorado,good,6,gas,60611.0,automatic,truck,,1.0,2019-01-10,29
17900,2011.0,jeep wrangler unlimited,good,6,gas,114671.0,automatic,wagon,,1.0,2018-08-06,47
18995,2013.0,gmc sierra 1500,good,8,gas,95356.0,automatic,truck,silver,1.0,2018-06-15,31
23800,2014.0,chevrolet tahoe,good,,gas,95997.0,automatic,SUV,black,1.0,2018-07-19,34
17500,2008.0,jeep wrangler,good,6,gas,,automatic,wagon,silver,1.0,2018-10-23,50
27500,2010.0,chevrolet silverado 2500hd,good,8,diesel,,automatic,truck,,1.0,2018-08-28,23
24900,2010.0,ram 2500,good,6,diesel,96837.0,automatic,truck,green,1.0,2018-09-11,21
19500,2013.0,ram 1500,good,8,gas,84150.0,automatic,truck,black,1.0,2018-12-20,43
19900,2015.0,jeep grand cherokee,good,6,gas,60462.0,automatic,wagon,,1.0,2018-05-16,30
19995,2007.0,ram 2500,good,6,diesel,,automatic,truck,,1.0,2018-09-14,73
24800,2014.0,chevrolet silverado 2500hd,good,8,gas,32915.0,automatic,truck,blue,,2019-04-11,39
3999,2006.0,jeep liberty,good,6,gas,150009.0,automatic,sedan,silver,1.0,2018-12-09,38
11995,2012.0,ford mustang,excellent,6,gas,,automatic,coupe,,,2018-12-01,12
8000,2007.0,gmc sierra,good,8,gas,188000.0,automatic,pickup,,1.0,2019-01-11,37
12995,2015.0,kia sorento,excellent,4,gas,89400.0,automatic,wagon,red,1.0,2018-10-14,50
6995,2009.0,chevrolet malibu,excellent,4,gas,,automatic,sedan,,,2018-12-17,23
4995,2006.0,ford mustang,excellent,6,gas,109390.0,manual,coupe,black,,2018-07-02,20
15995,2013.0,honda cr-v,excellent,4,gas,,automatic,wagon,brown,1.0,2019-04-09,50
7995,2014.0,chevrolet cruze,excellent,4,gas,90700.0,automatic,sedan,white,,2018-07-07,35
17999,2013.0,ford explorer,excellent,,gas,81500.0,automatic,SUV,,1.0,2018-09-02,12
15750,2013.0,ford explorer,excellent,,gas,82000.0,automatic,SUV,black,1.0,2018-06-13,37
5999,2013.0,dodge grand caravan,excellent,,gas,113086.0,automatic,mini-van,grey,,2019-02-10,103
16499,1991.0,chevrolet silverado 1500,excellent,8,gas,171000.0,automatic,SUV,blue,1.0,2019-02-02,17
5900,1989.0,ford f150,excellent,8,gas,57000.0,automatic,pickup,blue,1.0,2018-08-03,20
1000,2004.0,chevrolet suburban,good,8,gas,237435.0,automatic,SUV,black,1.0,2018-09-08,83
16499,2011.0,cadillac escalade,excellent,8,gas,131795.0,automatic,SUV,white,1.0,2018-10-01,57
16500,2017.0,subaru forester,excellent,4,gas,56400.0,automatic,SUV,black,1.0,2018-10-07,58
4200,2001.0,acura tl,good,6,gas,102825.0,automatic,sedan,silver,,2018-06-12,35
6490,2007.0,toyota prius,excellent,4,hybrid,104662.0,automatic,sedan,black,,2018-07-08,90
6961,2013.0,toyota prius,excellent,4,hybrid,155650.0,automatic,sedan,white,,2019-03-31,47
8699,2016.0,kia soul,excellent,4,gas,54699.0,automatic,sedan,white,,2019-01-05,53
31400,,chevrolet silverado 1500 crew,good,8,gas,,automatic,pickup,black,1.0,2019-01-28,87
26000,2016.0,jeep grand cherokee,like new,6,gas,17779.0,automatic,SUV,,1.0,2018-10-13,54
9750,2009.0,gmc sierra 1500,excellent,,gas,,automatic,pickup,,,2019-01-25,45
1200,1998.0,nissan maxima,fair,6,gas,,automatic,sedan,,,2018-11-15,4
12000,2005.0,chevrolet silverado,good,8,gas,228000.0,automatic,pickup,,,2018-07-28,64
3900,2001.0,chevrolet silverado 1500,good,8,gas,201000.0,automatic,truck,white,1.0,2018-12-25,27
5000,2013.0,chrysler 200,good,4,gas,110000.0,automatic,sedan,silver,,2018-09-10,30
26999,2012.0,ford f350,excellent,8,diesel,153322.0,automatic,pickup,white,1.0,2019-04-06,60
35999,2016.0,chevrolet silverado 2500hd,excellent,8,diesel,144537.0,automatic,pickup,white,1.0,2018-12-21,13
25000,,ford explorer,excellent,6,gas,53000.0,automatic,SUV,,,2018-09-08,60
4000,2000.0,toyota 4runner,good,6,gas,227000.0,automatic,SUV,green,1.0,2019-01-23,14
19000,2007.0,ram 2500,good,6,diesel,,automatic,truck,white,1.0,2019-03-15,19
13998,2008.0,chevrolet silverado 1500,like new,8,gas,206000.0,automatic,truck,white,1.0,2018-05-11,34
18998,2007.0,chevrolet corvette,like new,8,gas,,manual,coupe,white,,2019-04-03,48
19998,2012.0,toyota 4runner,like new,6,gas,181000.0,automatic,SUV,silver,1.0,2018-11-29,29
5750,1999.0,ford f350 super duty,good,8,diesel,394000.0,automatic,pickup,white,1.0,2019-01-19,41
16995,2011.0,chevrolet silverado,like new,8,gas,145000.0,automatic,truck,silver,1.0,2018-07-12,75
18995,2011.0,chevrolet silverado 1500,like new,8,gas,136000.0,automatic,truck,blue,1.0,2018-11-20,21
7999,2012.0,chevrolet traverse,excellent,6,gas,151754.0,automatic,SUV,white,1.0,2018-10-07,73
14995,2007.0,chevrolet silverado,like new,8,gas,158000.0,automatic,pickup,red,1.0,2018-10-09,37
24998,2008.0,ford f350 super duty,like new,8,diesel,110000.0,automatic,truck,black,1.0,2018-11-07,6
12998,2004.0,chevrolet silverado 2500hd,like new,8,gas,167000.0,automatic,truck,black,1.0,2019-02-18,87
18998,2012.0,chevrolet silverado,like new,8,gas,,automatic,truck,red,1.0,2018-09-27,39
4500,2004.0,chevrolet silverado,good,8,gas,160000.0,automatic,pickup,green,1.0,2019-02-14,48
6995,2011.0,kia soul,excellent,4,gas,64427.0,automatic,hatchback,green,,2019-01-01,25
62381,,chevrolet suburban,excellent,8,gas,,automatic,SUV,black,1.0,2018-11-09,24
32211,2018.0,ford f-150,excellent,8,gas,41025.0,automatic,truck,black,1.0,2018-10-03,14
25942,2018.0,ford edge,excellent,,gas,19887.0,automatic,SUV,black,1.0,2019-04-13,56
59179,,chevrolet tahoe,excellent,8,gas,3765.0,automatic,SUV,white,1.0,2018-08-24,24
5400,2010.0,toyota corolla,excellent,,gas,120500.0,automatic,sedan,silver,,2018-10-04,6
6995,2009.0,honda accord,excellent,4,gas,113287.0,automatic,sedan,red,,2018-06-21,67
4900,2003.0,gmc sierra,good,8,gas,,automatic,pickup,black,1.0,2018-12-03,8
9498,2012.0,jeep grand cherokee,excellent,6,gas,95656.0,automatic,SUV,grey,,2018-08-30,8
3700,2006.0,jeep grand cherokee,excellent,,gas,169941.0,automatic,SUV,white,,2018-06-20,67
7750,2012.0,ford expedition,good,8,gas,144231.0,automatic,SUV,white,,2018-12-21,11
3475,2008.0,chevrolet impala,good,6,gas,204652.0,automatic,sedan,grey,,2018-07-26,45
4500,2004.0,dodge dakota,good,6,gas,176523.0,manual,truck,red,1.0,2019-03-02,34
10500,2012.0,ram 2500,good,8,gas,189210.0,automatic,pickup,white,,2018-05-09,19
8250,2010.0,buick enclave,good,,gas,127331.0,automatic,SUV,custom,,2018-05-13,18
17995,2013.0,chevrolet suburban,excellent,8,gas,123491.0,automatic,SUV,black,1.0,2018-11-03,39
5200,2002.0,ford f-150,good,8,gas,203253.0,automatic,truck,white,1.0,2018-07-18,16
31500,2016.0,toyota tundra,excellent,8,gas,46000.0,automatic,truck,black,1.0,2018-10-20,27
3799,2005.0,chrysler 300,excellent,8,gas,96256.0,automatic,sedan,black,,2018-07-09,50
17952,2017.0,ford escape,excellent,4,gas,,automatic,SUV,,,2018-10-28,4
17900,2014.0,ram 2500,good,8,gas,122988.0,automatic,truck,custom,1.0,2019-01-28,45
9895,2003.0,ford f-250,good,8,diesel,,automatic,truck,white,1.0,2018-06-10,29
5200,2004.0,ford f-150,fair,8,gas,137264.0,automatic,pickup,silver,1.0,2018-11-19,22
15500,2006.0,chevrolet silverado,good,8,diesel,231000.0,automatic,pickup,grey,1.0,2018-12-27,23
16950,2018.0,nissan frontier,like new,6,gas,,automatic,truck,white,,2018-10-06,14
7998,2010.0,ford f-150,excellent,8,gas,133090.0,automatic,pickup,,1.0,2018-09-21,128
11997,2005.0,jeep wrangler,good,,gas,105687.0,manual,SUV,silver,1.0,2018-09-26,86
16278,2010.0,chevrolet suburban,excellent,8,gas,,automatic,SUV,black,1.0,2018-08-29,10
8777,2005.0,gmc sierra 1500,good,8,gas,177132.0,automatic,truck,,1.0,2018-06-20,23
19451,2017.0,ford fusion,excellent,4,gas,32828.0,automatic,sedan,white,1.0,2019-04-18,32
4700,2006.0,ford f-150,good,8,gas,98000.0,automatic,truck,,,2018-05-23,20
3299,1999.0,gmc sierra 2500hd,good,8,gas,196000.0,automatic,truck,,1.0,2019-03-17,27
8995,2012.0,ford f350 super duty,excellent,8,gas,130778.0,automatic,truck,white,,2019-04-07,118
9000,2012.0,honda civic,excellent,4,gas,69000.0,automatic,sedan,,,2019-04-19,10
2750,2002.0,ford explorer,good,6,gas,222222.0,automatic,SUV,,1.0,2018-06-10,32
13500,2012.0,gmc acadia,excellent,6,gas,108365.0,automatic,SUV,,,2018-08-31,20
3500,2006.0,ford f-150,good,6,gas,270157.0,automatic,pickup,red,1.0,2018-06-24,56
4500,2014.0,chrysler 200,excellent,4,gas,73024.0,automatic,sedan,,,2018-09-02,12
7750,2015.0,volkswagen jetta,excellent,,gas,61600.0,automatic,sedan,,,2018-10-11,32
5490,2009.0,gmc sierra 1500,excellent,6,gas,249187.0,automatic,pickup,silver,,2018-10-04,34
5800,1999.0,ford f250 super duty,good,8,diesel,271000.0,automatic,truck,red,1.0,2018-05-12,12
7000,2014.0,ford fusion se,good,,gas,123000.0,automatic,sedan,blue,,2018-07-26,45
5500,2001.0,ford f250 super duty,fair,,gas,141555.0,automatic,pickup,red,1.0,2018-12-17,48
5000,2010.0,ford f-150,good,6,gas,219246.0,automatic,truck,white,1.0,2019-03-28,16
10500,1998.0,chevrolet corvette,excellent,8,gas,128000.0,automatic,coupe,red,,2018-09-20,79
3500,2007.0,jeep grand cherokee laredo,good,6,gas,181063.0,automatic,SUV,red,1.0,2018-11-01,53
27500,2012.0,ford f-250,excellent,6,diesel,,automatic,truck,white,1.0,2019-03-29,48
8500,2016.0,hyundai elantra,like new,4,gas,,automatic,sedan,blue,,2018-05-11,23
5850,2012.0,ford focus,excellent,4,gas,73000.0,automatic,hatchback,grey,,2018-07-31,37
